0,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,21,24,25,28,32,33,34,35,37,39,45,47,49,50,54,56,57,58,60,62,64
0.006970399999999999,0.9670200000000001,-0.084242,0.87175,-77.92,0.006970399999999999,0.0094878,0.032931999999999996,1.0174,0.031846,0.0094878,0.014444,0.0094878,6319.5,0.057758000000000004,1.0341,0.0094878,0.025272,0.031846,0.055154999999999996,4.33,2.4507,0.026133999999999998,0.025272,1.6451,0.34201,0.008189100000000001,0.49227,-0.021093,0.59214,0.65686,-1801.0,0.21888000000000002,0.9829200000000001,9.7394,5.1505,2.4933,1
-0.36701,1.1191,-0.63475,0.43282,-422.3,-0.36701,-0.36701,-0.25906999999999997,0.69575,-0.28994000000000003,-0.36701,-0.32794,-0.36701,-1490.1,-0.24495,0.89354,-0.36701,-0.30275,-0.28994000000000003,-0.24495,4.1792,0.8657600000000001,-0.27051,-0.30275,0.71054,-0.28994000000000003,0.048755,0.12887,-0.39561999999999997,0.43282,1.1191,-9589.2,1.2658,1.4373,0.0,7.5189,0.60235,1
7.3727,480.96,-479.96,0.0020792,-146150.0,-508.41,7.3727,-0.9978100000000001,0.16355,-479.91,7.3773,0.015328999999999999,7.3727,23811.0,0.015328999999999999,0.0020792,7.3727,-0.073598,-500.93,0.015328999999999999,0.93247,0.0024581,0.0024581,-0.78388,8.5596,-479.91,0.00017974,0.00017974,-0.073598,0.0020792,480.96,-4108.4,-0.015363,0.13812,0.0,0.17903,0.00034005,1
0.034089,0.50231,0.011212,1.0287,-695.29,-0.0088682,0.04186,0.9908,0.76963,0.49768999999999997,0.076059,0.10718,0.04186,4379.9,0.08333600000000001,1.9908,0.04186,0.072659,-0.012938999999999999,0.067864,4.8631,0.059311,0.046116000000000004,0.084214,0.76963,0.6017100000000001,0.006422399999999999,0.05439,0.072659,0.79985,0.39056,818.0,0.068494,0.074533,0.20901,2.2255,1.9706,1
0.02997,0.66806,0.066243,1.1103,-105.55,0.02997,0.038888,0.48273999999999995,1.0292,0.3225,0.038888,0.06477000000000001,0.038888,2805.7,0.13009,1.4969,0.038888,0.051694000000000004,0.3225,0.11675,4.7757,1.8449,0.07737899999999999,0.051694000000000004,1.1734,0.39016999999999996,0.014852,0.49611000000000005,0.0036709000000000004,0.99787,0.6004,3952.0,0.092931,0.97162,0.20981999999999998,3.9456,1.8988,1
0.16114,1.0035,-0.28701,0.69813,-45.901,-0.292,0.17886,-0.0032728,4.041,-0.0032841999999999997,0.19866,0.18811,0.17886,1610.2,0.22666999999999998,0.99654,0.17886,0.19832,-0.12962,0.20901999999999998,3.6639999999999997,4.111000000000001,3.8952,0.25363,4.1072,-0.0032841999999999997,0.010029999999999999,0.22207,0.14970999999999998,0.6614800000000001,0.9507899999999999,-1324.0,-49.066,0.9516600000000001,0.0,8.9277,4.2501,1
0.025412,0.8217,-0.023375,0.9639,-27.636,-0.051817999999999996,0.032458999999999995,0.21696999999999997,3.2704,0.17829,0.032458999999999995,0.05013,0.032458999999999995,9240.0,0.039501999999999995,1.217,0.032458999999999995,0.063068,0.0011220000000000002,0.030926,5.0069,5.0399,3.9714,0.025698000000000002,3.3304,0.31074,0.085273,0.38709,0.063068,0.75955,0.6475,-2375.0,0.14253,0.79911,0.74292,8.7564,5.0508,1
0.010473,0.8990100000000001,0.29401,1.4801,39.951,0.0,0.012931,0.11234000000000001,2.4043,0.10099,0.042573,0.021113999999999997,0.012931,8266.7,0.044153,1.1123,0.012931,0.042569,0.010951,0.041419,3.5103,3.8563,2.627,0.045679000000000004,2.4043,0.3875,0.0013969000000000002,0.056984,0.015806,1.0082,0.61242,952.0,0.1037,0.9822799999999999,2.8369,2.7587,3.9259,1
0.0018045000000000001,0.14290999999999998,0.6009899999999999,6.0187,107.95,0.0,0.0036042,5.9973,1.5066,0.8570700000000001,0.0036066,0.030097000000000002,0.0036042,471.87,0.77352,6.9975,0.0036042,-0.025985,0.5603199999999999,0.7609199999999999,4.6239,14.134,11.844000000000001,-0.036731,1.6962,0.8570700000000001,2.4886,3.516,-0.13292,5.0434,0.11975,25279.0,0.0021054000000000003,0.9978799999999999,0.0,5.0269,12.581,1
0.013522,0.5716600000000001,-0.51783,0.093109,-1662.2,-0.26705,0.013721,0.7492800000000001,0.11475999999999999,0.42833999999999994,0.013721,0.024030000000000003,0.013721,13775.0,0.026498,1.7493,0.013721,0.013721,-0.25353000000000003,0.026149000000000002,2.9792,0.19904000000000002,0.19881,0.0012902999999999999,0.12737,0.42833999999999994,0.036578,0.093109,0.012295,0.092999,0.57099,-493.63,0.031568,0.8922700000000001,0.0,3.5554,0.20099,1
-0.16055,1.2472,-0.77353,0.3798,-206.05,-0.65896,-0.14929,-0.19818,1.3866,-0.24716999999999997,-0.14929,-0.1197,-0.14929,-3049.3,-0.1197,0.80178,-0.14929,0.014416,-0.81733,-0.12872999999999998,4.2294,1.4317,1.4317,-0.32211,1.8125,-0.24716999999999997,0.0025528,0.20148,0.014416,0.3798,1.2472,-13119.0,0.64957,0.89031,0.0,6.2344,1.1117,1
0.6057100000000001,0.52884,0.5071399999999999,2.029,13.102,-0.59933,0.6057100000000001,0.89095,17.335,0.47116,0.6057100000000001,1.229,0.6057100000000001,318.67,1.1454,1.8909,0.6057100000000001,0.5072300000000001,0.0063769,1.1454,2.0317,27.23,25.377,0.41215,17.335,0.47116,1.8511,2.029,0.5072300000000001,1.8909,0.49286,54.556000000000004,1.2856,0.7741899999999999,0.0,197.75,35.172,1
